	iYLI649_ID	iYLI649_Name	iYali_ID	iYali_Name	iYli21_ID	iYli21_Name
2160	THFATm	tetrahydrofolate aminomethyltransferase mitochondrial				
2161					R1520	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)
2162					R1773	diacylglycerol pyrophosphate phosphatase
2163					R1961	erythrose kinase
2164					R1511	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)
2165	ASPt2m	aspartate mitochondrial transport via proton symport				
2166					R1834	IPC synthase
2167					R1611	fecosterol transport, cytoplasm-ER membrane
2168					R799	valyl-tRNA synthetase
2169					R1407	elongase I (3-oxopalmitoyl-CoA)
2170					R1832	IPC synthase
2171					R31	3',5'-cyclic-nucleotide phosphodiesterase
2172	DESAT14	Myristicoyl CoA desaturase n C140CoA n C141CoA				
2173					R426	inositol-1,4,5-trisphosphate 3-kinase, nucleus
2174	H2Otm	H2O transport mitochondrial				
2175	CO2t	CO2 transporter via diffusion				
2176	ECOAHDC16p	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanedioyl-CoA), peroxisomal				
2177					R1188	IPC transport
2178	EX_thm_LPAREN_e_RPAREN_	Thiamin exchange				
2179	DECDHG	decanaldehyde dehydrogenase				
2180					R579	nicotinamide-nucleotide adenylyltransferase
2181	PSERDm_SC	phosphatidylserine decarboxylase yeast specific mitochondrial				
2182					R2066	4-aminobutanoate:2-oxoglutarate aminotransferase
2183					R1594	NAD transport, cytoplasm-ER membrane
2184	FCLTm	Ferrochelatase mitochondrial				
2185					R1353	UMP transport
2186					R1672	laurate transport, ER membrane-lipid particle
2187					R1804	1-phosphatidyl-1D-myo-inositol 3-phosphate transport, vacuolar membrane-ER membrane
2188					R323	glucan 1,4-alpha-glucosidase
2189	PIt2v	phosphate vacuolar transport via proton symport				
2190					R1990	5-aminopentanoate exchange
2191					R1752	PI 3,5-P2 phosphatase
2192	SEH_ergst	SEH ergst				
2193					R1542	acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA)
2194					R2226	fatty acyl ACP hydrolase
2195					R817	AKG transporter, mitochonrial
2196	AHCYStm	S adenosyl L homocysteine reversible transport mitochondrial				
2197					R1140	glutathione exchange
2198					R997	acetaldehyde transport
2199					R669	poylamine oxidase
2200					R226	cis-prenyltransferase step 10
2201	CRNtp	carnitine transport into peroxsiome				
2202					R1775	diacylglycerol pyrophosphate phosphatase
2203					biomass_C	biomass_C
2204					R770	tryptophan transaminase
2205	DCCOAL16	Dicarboxylic-acid--CoA ligase (hexadecandioate)				
2206					R1862	hexadecane transport e--c
2207					R1809	phosphatidate transport, cell envelope-ER membrane
2208					R1616	hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle
2209					R224	cis-prenyltransferase step 08
2210	AKGt2n	2 oxoglutarate nuclear transport via proton symport				
2211					R1021	ATP diffusion
2212					R1586	H+ transport, cytoplasm-ER membrane
2213					R1769	PA kinase, Golgi membrane
2214	FAO182p_oddodd	Fatty acid oxidation				
2215					R2140	No name
2216					R1523	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)
2217					R1685	fecosteryl oleate transport, ER membrane-lipid particle
2218					R1000	acetate transport
2219					R2185	1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase
2220					R486	IPS phospholipase C
2221					R171	ATP synthase
2222					R2282	(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase
2223					R1631	AMP transport, cytoplasm-lipid particle
2224					R808	3-hexaprenyl-4,5-dihydroxybenzoate transport
2225					R2163	mannosylinositol phosphorylceramide C (C26)_C56H110NO18P transport
2226					R1316	riboflavin transport
2227					R1664	ADP transport, cytoplasm-Golgi membrane
2228	SEH_fecost	SEH fecost				
2229	GBEZ	1 4 alpha glucan branching enzyme				
2230	DESAT18	stearoyl CoA desaturase n C180CoA n C181CoA				
2231					R1399	3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP)
2232					R1035	ceramide transport
2233	DHAD2m	dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate mitochondrial				
2234					R162	aspartate transaminase
2235	VALTRSm	valyl tRNA synthetase mitochondrial				
2236					R1992	D-glucosamine exchange
2237	OCBTi	ornithine carbamoyltransferase irreversible				
2238					R1644	1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm
2239					R1657	ADP transport, cytoplasm-vacuolar membrane
2240					R1205	L-carnitine transport
2241	DHAPtm	dihydroxyacetone phosphate transport mitochondrial				
2242					R1039	ceramide transport
2243					R1548	delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA)
2244					R1397	3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP)
2245					R942	(1-3)-beta-D-glucan transport
2246	ASADi	aspartate semialdehyde dehydrogenase irreversible				
2247	CYSt2r	L cysteine reversible transport via proton symport				
2248					R1955	hydroxyisourate hydrolase
2249					R280	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)
2250					R1841	PS synthase
2251					R1279	O2 transport
2252					R1768	PE phospholipase A2, lipid particle
2253					R1068	D-glucitol exchange
2254					R1722	PGP phosphatase
2255					R2007	3-oxalomalate glyoxylate-lyase (oxaloacetate-forming)
2256			y001580	2-methylbutanol exchange		
2257					R1803	phosphatidylethanolamine transport, vacuolar membrane-ER membrane
2258	UMPKn	UMP kinase nuclear				
2259					R33	3',5'-cyclic-nucleotide phosphodiesterase
2260					R538	malic enzyme (NADP)
2261					R87	acetyl-Coa carboxylase
2262					R1488	acyl-CoA oxidase (hexanoyl-CoA)
2263					R454	IPS phospholipase C
2264			y001107	acetic ester transport		
2265	OHPBAT	O Phospho 4 hydroxy L threonine2 oxoglutarate aminotransferase				
2266	AMETtn	S adenosyl L methionine nuclear transport				
2267	CRNtim	L carnitine transport out of mitochondria via diffusion				
2268					R832	citrate transport
2269					R476	IPS phospholipase C
2270					R1908	ATP:pantothenate 4'-phosphotransferase
2271					R68	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4
2272					R2085	UMP:diphosphate phospho-alpha-D-ribosyltransferase
2273	SUCCtm	succinate transport mitochondrial				
2274					R1827	IPC synthase
2275	GLCt1	glucose transport uniport				
2276	ATPS3g	ATP synthase Golgi Apparatus				
2277					R1139	glutathione disulfide exchange
2278					R1673	myristate transport, ER membrane-lipid particle
2279					R1285	oxidized glutathione uniport
2280	GALt2	D galactose transport in via proton symport				
2281					R1411	elongase II or III (3-oxotetracosanoyl-CoA)
2282			y000190	allantoinase, reaction		
2283					R101	acyl-CoA oxidase (octadecanoyl-CoA)
2284					R2196	3-sulfino-L-alanine:2-oxoglutarate aminotransferase
2285					R952	1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion
2286					R1496	acyl-CoA oxidase (oleoyl-CoA)
2287					R880	L-glutamine transport
2288					R2280	3-dehydroshikimate exchange
2289					R1888	octadecenoate (n-C18:1) transport
2290	NH4t	ammonia reversible transport				
2291					R13	2-aceto-2-hydroxybutanoate synthase
2292	NADH2_u6m	NADH dehydrogenase mitochondrial				
2293					R17	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase
2294					R1717	phosphatidylinositol 4-kinase
2295					R1420	B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA)
2296	NMNt2p	NMN peroxisomal transport via proton symport				
2297	HACNHm	homoacontinate hydratase mitochondrial				
2298	ACACT8p	acetyl CoA acyltransferase hexadecanoyl CoA peroxisomal				
2299	HBZOPT6m	Hydroxybenzoate octaprenyltransferase mitochondrial				
2300					R1281	octanoate exchange
2301					R1911	ATP:D-Gluconate 6-phosphotransferase
2302	XYLTt	Xylitol transport via passive diffusion				
2303					R289	dolichyl-phosphate-mannose--protein mannosyltransferase
2304					R1171	hydrogen peroxide transport
2305	HACDDC8p	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanedioyl-CoA), peroxisomal				
2306	2OXOADPtim	2 oxoadipate transport out of mitochondria via diffusion				
2307					R2055	L-histidine transport
2308					R1940	L-Serine:glyoxylate aminotransferase
2309					R1662	carbon dioxide transport, cytoplasm-Golgi membrane
2310					R2069	D-Glyceraldehyde:NAD+ oxidoreductase
2311	NNATm	nicotinate nucleotide adenylyltransferase mitochondrial				
2312					xBIOMASS	xBIOMASS
2313					R1351	tyrosine transport
2314					R1179	IPC transport
2315					R1861	decane transport e--c
2316					R1009	ADP transport
2317					R1514	2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)
2318					R1272	NMN transport
2319					R655	phosphoribosylanthranilate isomerase
2320					R1098	dihydropteroate transport
2321					R1943	Uridine triphosphate pyrophosphohydrolase
2322					R1348	thymidine transport
2323					R436	IPS phospholipase C
2324					R1533	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)
2325					R736	spontaneous cis-aconitate(3-) to trans-aconitate
2326					R362	glycine-cleavage complex (lipoylprotein)
2327					R375	GPI-anchor assembly, step 8
2328	HCO3Em	HCO3 equilibration reaction				
2329					R40	3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase
2330	TRPTRSm	Tryptophanyl tRNA synthetase mitochondrial				
2331					R1527	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)
2332					R1750	PI 4-P phosphatase
2333	PIN4Kn_SC	phosphatidylinositol 4 kinase nuclear yeast specifc				
2334					R1765	MAG lipase
2335					R201	ceramide-1 hydroxylase (26C)
2336					R1740	PI 4,5-P2 phospholipase C
2337					R848	fecosterol transport
2338	TGL	TGL				
2339			y001589	2-phenylethanol exchange		
2340	MLTHFtm	5 10 Methylenetetrahydrofolate transport diffusion mitochondrial				
2341					R1905	nucleotidase (nicotinate D-ribonucleotide)
2342					R1075	D-xylose transport
2343					R1460	fatty-acid--CoA ligase (arachidate), cell envelope
2344					R938	UTP transport
2345	LPP_SC	lipid phosphate phosphatase yeast specific				
2346	PLB_lpc	PLB lpc				
2347					R404	hydrogen peroxide reductase (thioredoxin)
2348					R902	malate transport
2349					R1309	pyrophosphate transport
2350	FAS100	fatty acid synthase n C100				
2351					R1478	fatty acyl-CoA transport via ABC system (C24:0)
2352	G13MTg	Glycolipid 1 3 alpha D mannosyltransferase Golgi apparatus				
2353					R901	lanosterol transport
2354	ABTt	L arabinitol transport via passive diffusion				
2355	DCCOAL12	Dicarboxylic-acid--CoA ligase (dodecandioate)				
2356					R1045	citrate(3-) exchange
2357					R1896	extracellular dibutyrin hydrolysis
2358					R1501	2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)
2359					R1720	DAG kinase
2360	ME1m	malic enzyme NAD mitochondrial				
2361	NAt3_1	sodium proton antiporter HNA is 11				
2362					R1698	H+ transport, mitochondrion-mitochondrial membrane
2363					R483	IPS phospholipase C
2364	PAPtm	Adenosine 3 5 bisphosphate mitochondrial transport				
2365	EX_fum_LPAREN_e_RPAREN_	Fumarate exchange				
2366					R573	NADH:ubiquinone oxidoreductase
2367					R1373	growth
2368					R1989	5-aminopentanoate transport via  proton symport
2369					R1082	deamino-NAD+ diffusion
2370	GHMT2r	glycine hydroxymethyltransferase reversible				
2371	E4HGLUtp	L erythro 4 hydroxyglutamate peroxisomal transport via diffusion				
2372					R2223	fatty acyl ACP hydrolase
2373					R1669	palmitate transport, mitochondrial membrane-cytoplasm
2374					R63	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase
2375	PRPPtm	PRPP reversible transport mitochondrial				
2376	ACOAO8p	acyl CoA oxidase octadecanoyl CoA peroxisomal				
2377	ILETAm	isoleucine transaminase mitochondrial				
2378					R2202	carbonate hydro-lyase (carbon-dioxide-forming); carbonic acid hydro-lyase
2379			y001600	3-methylbutanal transport		
2380					R1156	guanosine transport
2381					R2006	3-Oxalomalate transport via proton symport
2382					R2080	ATP:ethanolamine O-phosphotransferase
2383	ECOAH5p	3 hydroxyacyl CoA dehydratase 3 hydroxydodecanoyl CoA peroxisomal				
2384					R1819	inositolphosphotransferase
2385					R2156	mannosylinositol phosphorylceramide B (C26)_C56H110NO17P transport
2386	GAT1_SC	glycerol 3 phosphate acyltransferase glycerol 3 phosphate yeast specific				
2387	ACtp	acetate transport peroxisomal				
2388	ACAT_ergst	ACAT ergst				
2389					R1419	B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA)
2390					R1044	citrate transport
2391	EX_buca_LPAREN_e_RPAREN_	butanoate exchange YL				
2392	CSNATifm	carnitine O aceyltransferase forward reaction mitochondrial				
2393					R916	potassium transport
2394	ALDD20ym	aldehyde dehydrogenase indole 3 acetaldehyde NADP mitochondrial				
2395	FACOAL260p	fatty acid CoA ligase n C260 peroxisomal				
2396					R1081	dADP deamination
2397					R1322	sn-glycero-3-phosphocholine exchange
2398					R1556	cis-aconitate(3-) to isocitrate
2399					R195	catalase
2400	ACLSm	acetolactate synthase mitochondrial				
2401					R1119	myristate (n-C14:0) transport, cytoplasm-peroxisome
2402					R1651	tetracosanoyl-CoA transport, cell envelope-cytoplasm
2403					R473	IPS phospholipase C
2404					R2241	fatty acyl ACP hydrolase
2405	EX_co2_LPAREN_e_RPAREN_	CO2 exchange				
2406	NNDPRm	nicotinate nucleotide diphosphorylase carboxylating mitochondrial				
2407					R523	leucyl-tRNA synthetase
2408					R1837	phosphatidylinositol 4-kinase
2409					R1901	L-asparaginase
2410	GALIGH	1 alpha D Galactosyl myo inositol galactohydrolase				
2411					R1525	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)
2412	INSt2	inosine transport in via proton symport				
2413	APRAUR	5 amino 6 5 phosphoribosylamino uracil reductase				
2414	ACt2r	acetate reversible transport via proton symport				
2415					R1823	inositolphosphotransferase
2416					R1286	oxidized thioredoxin transport
2417					R1265	NADPH transport
2418					R1988	Salicin 6-phosphate glucohydrolase
2419					R1036	ceramide transport
2420					R1580	stearoyl-CoA transport, cytoplasm-ER membrane
2421					R1398	3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP)
2422					R1537	acetyl-CoA C-acyltransferase (stearoyl-CoA)
2423	FAS180	fatty acid synthase n C180				
2424					R1539	acetyl-CoA C-acyltransferase (docosanoyl-CoA)
2425					R1106	episterol exchange
2426					R10	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction
2427					R998	acetaldehyde transport
2428					R1749	PI 4-P phosphatase
2429	ATPS3v	ATP synthase vacuole				
2430					R1794	phosphatidylcholine transport, ER membrane-mitochondrial membrane
2431					R1871	fatty-acid--CoA ligase (octadecadienoate), lipid particle
2432					R1709	heme a transport
2433	PAtm_SC	phosphatidate reversible transport mitochondrial yeast specific				
2434	CO2tp	CO2 peroxisomal transport				
2435					R1167	hexadecanoate (n-C16:0) transport
2436					R1422	B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA)
2437					R1706	phosphatidylethanolamine transport, ER membrane-cytoplasm
2438					R2172	Glycolate:oxygen 2-oxidoreductase
2439					R448	IPS phospholipase C
2440					R2129	Ceramide-2 synthase (24C)
2441					R1843	1-acyl-sn-gylcerol-3-phosphate acyltransferase
2442					R1161	H+ diffusion
2443					R1180	IPC transport
2444	MIP2CS326_SC	mannose inositol P 2 ceramide synthase ceramide 3 26C yeast specific				
2445					R1076	dADP transport
2446					R914	phosphate transport
2447			y001896	L-homoserine exchange		
2448					R444	IPS phospholipase C
2449	PSCVTi	3 phosphoshikimate 1 carboxyvinyltransferase irreversible				
2450					R1727	lysoPC acyltransferase, mitochondrial membrane
2451	TYRTRSm	tyrosyl tRNA synthetase mitochondrial				
2452					R2269	Acetate transport
2453					R1991	5-aminopentanoate:2-oxoglutarate aminotransferase
2454					R457	IPS phospholipase C
2455	PStg_SC	phosphatidylserine Golgi transport yeast specific				
2456					R338	glutamyl-tRNA synthetase
2457	NADDPp	NAD diphosphatase peroxisomal				
2458					R1840	phosphatidylinositol-4-phosphate 5-kinase
2459					R1845	phospholipid methyltransferase
2460					R1712	raffinose exchange
2461					R854	glycero-3-phospho-1-inositol transport
2462					R1810	1-phosphatidyl-1D-myo-inositol 4-phosphate transport, cell envelope-ER membrane
2463					R1708	succinyl-CoA:acetate CoA transferase
2464	D_LACtm	D lactate transport mitochondrial				
2465					R2053	phosphatidyl-L-serine transport
2466	H2Otn	H2O transport nuclear				
2467					R1724	MLCL:PC acyltransferase
2468	C3STDH2	C 3 sterol dehydrogenase zymosterol				
2469					R822	aspartate transport
2470	FA180COAabcp	fatty acyl CoA transport via ABC system				
2471	ECOAH4p	3 hydroxyacyl CoA dehydratase 3 hydroxydecanoyl CoA peroxisomal				
2472					R926	spermine transport
2473	OCDCAt	Octadecanoate n C180 transport in via uniport				
2474					R2198	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming); O3-acetyl-L-serine acetate-lyase (thiosulfate-reducing, L-cysteine-forming)
2475					R896	L-tryptophan transport
2476	EX_tre_LPAREN_e_RPAREN_	Trehalose exchange				
2477					R1734	PE phospholipase B
2478					R760	threonyl-tRNA synthetase
2479					R2283	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase
2480					R852	glutathione transport
2481	ADEt2	adenine transport in via proton symport				
2482	ARGt2m	arginine mitochondrial transport via proton symport				
2483					R1640	H+ transport, cytoplasm-cell envelope
2484					R696	reduced glutathione via ABC system
2485					R1833	IPC synthase
2486	FAO182p_eveneven	Fatty acid oxidation				
2487					R512	L-serine dehydrogenase
2488					R584	nucleoside diphosphatase
2489					R1227	L-serine transport
